  QueueTimes | ServiceTimes | SojournTimes
       0.160 |        2.495 |        2.656
       0.119 |        2.265 |        2.384
       0.153 |        0.856 |        1.009
       0.124 |        1.245 |        1.369
       0.069 |        1.007 |        1.075
       0.080 |        0.275 |        0.356
       0.069 |        0.324 |        0.393
       0.068 |        0.623 |        0.691
       0.069 |        0.676 |        0.745
       0.077 |        0.629 |        0.706
       0.069 |        0.639 |        0.708
       0.071 |        0.805 |        0.877
       0.079 |        2.056 |        2.135
       0.055 |        0.462 |        0.517
       0.064 |        1.068 |        1.132
       0.075 |        0.634 |        0.710
       0.133 |        0.535 |        0.668
       0.190 |        0.563 |        0.753
       0.075 |        0.784 |        0.859
       0.134 |        2.678 |        2.812
       0.065 |        0.926 |        0.991
       0.071 |        0.445 |        0.516
       0.064 |        0.983 |        1.046
       0.103 |        3.481 |        3.584
       0.066 |        2.218 |        2.284
       0.088 |        0.323 |        0.410
       0.075 |        0.816 |        0.891
       0.179 |        1.683 |        1.862
       0.162 |        0.691 |        0.853
       0.172 |        1.623 |        1.795
       0.073 |        0.488 |        0.561
       0.061 |        0.466 |        0.527
       0.131 |        0.382 |        0.513
       0.084 |        0.857 |        0.941
       0.075 |        0.548 |        0.624
       0.060 |        0.434 |        0.494
       0.077 |        2.225 |        2.302
       0.062 |        0.672 |        0.734
       0.075 |        0.416 |        0.491
       0.082 |        0.704 |        0.786
       0.104 |        1.032 |        1.136
       0.146 |        1.902 |        2.048
       0.127 |        0.608 |        0.735
       0.135 |        0.623 |        0.758
       0.076 |        0.641 |        0.718
       0.080 |        0.522 |        0.602
       0.151 |        0.523 |        0.674
       0.138 |        0.819 |        0.957
       0.102 |        2.763 |        2.865
       0.086 |        1.888 |        1.974
       0.073 |        0.824 |        0.896
       0.113 |        0.647 |        0.761
       0.067 |        0.471 |        0.538
       0.060 |        0.369 |        0.429
       0.147 |        1.568 |        1.714
       0.082 |        2.713 |        2.796
       0.185 |        1.248 |        1.432
       0.086 |        3.372 |        3.458
       0.059 |        0.595 |        0.653
       0.053 |        0.419 |        0.472
       0.080 |        1.317 |        1.397
       0.052 |        1.047 |        1.099
       0.084 |        0.763 |        0.847
       0.142 |        1.743 |        1.885
       0.175 |        0.651 |        0.826
       0.094 |        0.941 |        1.035
       0.053 |        0.418 |        0.471
       0.111 |        1.078 |        1.189
       0.068 |        1.123 |        1.190
       0.093 |        0.766 |        0.859
       0.104 |        0.440 |        0.544
       0.094 |        2.200 |        2.294
       0.070 |        1.014 |        1.084
       0.079 |        0.405 |        0.484
       0.080 |        0.560 |        0.640
       0.075 |        1.848 |        1.922
       0.061 |        0.521 |        0.582
       0.099 |        0.640 |        0.739
       0.147 |        0.927 |        1.073
       0.112 |        1.951 |        2.062
       0.101 |        0.694 |        0.795
       0.150 |        1.143 |        1.293
       0.170 |        0.404 |        0.574
       0.077 |        0.280 |        0.357
       0.062 |        1.402 |        1.464
       0.065 |        0.276 |        0.341
       0.075 |        1.134 |        1.209
       0.075 |        1.657 |        1.733
       0.084 |        0.659 |        0.744
       0.083 |        1.953 |        2.036
       0.133 |        0.746 |        0.879
       0.147 |        0.486 |        0.633
       0.147 |        0.878 |        1.025
       0.085 |        0.688 |        0.773
       0.089 |        0.732 |        0.820
       0.066 |        2.015 |        2.081
       0.056 |        1.967 |        2.023
       0.060 |        0.613 |        0.673
       0.129 |        1.308 |        1.437
       0.162 |        0.470 |        0.632
       0.186 |        0.195 |        0.382
       0.187 |        1.405 |        1.592
       0.149 |        1.854 |        2.003
       0.117 |        0.824 |        0.941
       0.153 |        0.997 |        1.151
       0.217 |        2.258 |        2.475
       0.201 |        0.766 |        0.967
       0.149 |        0.458 |        0.607
       0.083 |        1.373 |        1.457
       0.104 |        0.422 |        0.526
       0.134 |        0.530 |        0.664
       0.168 |        0.836 |        1.004
       0.098 |        2.192 |        2.290
       0.056 |        0.439 |        0.494
       0.062 |        0.883 |        0.945
       0.072 |        0.599 |        0.671
       0.070 |        0.402 |        0.472
       0.106 |        0.590 |        0.697
       0.063 |        0.467 |        0.530
       0.082 |        0.458 |        0.539
       0.086 |        0.797 |        0.883
       0.141 |        0.534 |        0.676
       0.149 |        0.545 |        0.693
       0.080 |        0.285 |        0.365
       0.054 |        1.192 |        1.246
       0.147 |        1.711 |        1.858
       0.153 |        2.059 |        2.213
       0.067 |        0.616 |        0.683
       0.129 |        1.597 |        1.727
       0.190 |        0.693 |        0.883
       0.139 |        2.634 |        2.773
       0.139 |        1.362 |        1.501
       0.204 |        0.729 |        0.933
       0.146 |        0.636 |        0.783
       0.135 |        1.374 |        1.509
       0.105 |        1.883 |        1.988
       0.066 |        1.821 |        1.887
       0.076 |        1.130 |        1.207
       0.099 |        0.316 |        0.415
       0.087 |        0.424 |        0.511
       0.086 |        1.842 |        1.928
       0.084 |        0.647 |        0.731
       0.092 |        0.700 |        0.792
       0.194 |        0.817 |        1.011
       0.186 |        0.570 |        0.755
       0.308 |        1.348 |        1.656
       0.276 |        2.024 |        2.301
       0.060 |        0.687 |        0.747
       0.068 |        0.585 |        0.653
       0.137 |        0.597 |        0.734
       0.130 |        0.719 |        0.849
       0.135 |        0.685 |        0.820
       0.092 |        1.228 |        1.319
       0.085 |        2.056 |        2.141
       0.102 |        0.677 |        0.779
       0.078 |        0.730 |        0.807
       0.072 |        0.363 |        0.435
       0.077 |        0.832 |        0.909
       0.070 |        0.772 |        0.842
       0.120 |        0.566 |        0.686
       0.098 |        1.853 |        1.952
       0.097 |        0.470 |        0.567
       0.107 |        0.883 |        0.991
       0.140 |        0.368 |        0.508
       0.126 |        0.359 |        0.485
       0.068 |        1.344 |        1.412
       0.078 |        1.550 |        1.629
       0.070 |        1.016 |        1.086
       0.118 |        1.172 |        1.290
       0.180 |        1.110 |        1.290
       0.145 |        0.435 |        0.580
       0.099 |        0.461 |        0.560
       0.074 |        0.390 |        0.464
       0.064 |        2.471 |        2.535
       0.075 |        1.229 |        1.304
       0.073 |        0.808 |        0.881
       0.159 |        1.624 |        1.783
       0.067 |        0.741 |        0.808
       0.071 |        0.423 |        0.494
       0.146 |        0.678 |        0.824
       0.080 |        0.676 |        0.756
       0.135 |        0.539 |        0.675
       0.163 |        0.531 |        0.694
       0.077 |        0.490 |        0.567
       0.104 |        0.567 |        0.671
       0.215 |        1.866 |        2.081
       0.108 |        0.822 |        0.930
       0.153 |        1.061 |        1.215
       0.158 |        0.347 |        0.505
       0.067 |        2.071 |        2.138
       0.063 |        0.453 |        0.516
       0.103 |        0.428 |        0.531
       0.084 |        0.968 |        1.052
       0.126 |        0.672 |        0.799
       0.056 |        0.602 |        0.658
       0.075 |        0.401 |        0.476
       0.084 |        0.863 |        0.947
       0.064 |        0.775 |        0.839
       0.062 |        1.640 |        1.702
       0.075 |        0.370 |        0.445
       0.088 |        0.600 |        0.687
       0.078 |        1.441 |        1.518
       0.189 |        0.765 |        0.954
       0.118 |        0.628 |        0.746
       0.056 |        0.908 |        0.965
       0.093 |        2.015 |        2.109
       0.096 |        1.676 |        1.772
       0.103 |        1.600 |        1.703
       0.165 |        4.131 |        4.297
       0.077 |        0.797 |        0.874
       0.071 |        2.009 |        2.080
       0.160 |        0.424 |        0.584
       0.220 |        2.132 |        2.353
       0.164 |        3.141 |        3.305
       0.304 |        0.639 |        0.943
       0.119 |        0.493 |        0.612
       0.068 |        0.451 |        0.519
       0.098 |        0.825 |        0.923
       0.072 |        0.414 |        0.486
       0.085 |        0.935 |        1.020
       0.119 |        0.329 |        0.447
       0.062 |        0.681 |        0.743
       0.078 |        1.779 |        1.857
       0.080 |        1.042 |        1.123
       0.063 |        0.448 |        0.511
       0.075 |        0.491 |        0.566
       0.073 |        0.542 |        0.615
       0.083 |        0.802 |        0.885
       0.089 |        0.494 |        0.584
       0.098 |        0.767 |        0.865
       0.117 |        0.417 |        0.534
       0.065 |        0.790 |        0.855
